Id,SalePrice
2777,181479.12172923778
1963,181479.12172923778
945,181479.12172923778
276,181479.12172923778
901,181479.12172923778
2459,181479.12172923778
2099,181479.12172923778
1028,181479.12172923778
836,181479.12172923778
699,181479.12172923778
367,181479.12172923778
1222,181479.12172923778
83,181479.12172923778
1354,181479.12172923778
1015,181479.12172923778
985,181479.12172923778
161,181479.12172923778
414,181479.12172923778
1822,181479.12172923778
1586,181479.12172923778
2298,181479.12172923778
2619,181479.12172923778
886,181479.12172923778
765,181479.12172923778
2885,181479.12172923778
2505,181479.12172923778
994,181479.12172923778
1181,181479.12172923778
2531,181479.12172923778
1497,181479.12172923778
696,181479.12172923778
1702,181479.12172923778
2093,181479.12172923778
1707,181479.12172923778
524,181479.12172923778
318,181479.12172923778
1021,181479.12172923778
878,181479.12172923778
2831,181479.12172923778
1415,181479.12172923778
2452,181479.12172923778
2732,181479.12172923778
473,181479.12172923778
432,181479.12172923778
2851,181479.12172923778
203,181479.12172923778
1167,181479.12172923778
298,181479.12172923778
1828,181479.12172923778
1162,181479.12172923778
1993,181479.12172923778
1776,181479.12172923778
228,181479.12172923778
903,181479.12172923778
2893,181479.12172923778
1875,181479.12172923778
845,181479.12172923778
1649,181479.12172923778
78,181479.12172923778
50,181479.12172923778
1916,181479.12172923778
2094,181479.12172923778
2339,181479.12172923778
788,181479.12172923778
1918,181479.12172923778
1631,181479.12172923778
404,181479.12172923778
32,181479.12172923778
2527,181479.12172923778
704,181479.12172923778
539,181479.12172923778
1283,181479.12172923778
1569,181479.12172923778
2771,181479.12172923778
90,181479.12172923778
200,181479.12172923778
1526,181479.12172923778
346,181479.12172923778
147,181479.12172923778
1487,181479.12172923778
2126,181479.12172923778
2376,181479.12172923778
567,181479.12172923778
2929,181479.12172923778
113,181479.12172923778
2492,181479.12172923778
2240,181479.12172923778
183,181479.12172923778
917,181479.12172923778
1038,181479.12172923778
852,181479.12172923778
1154,181479.12172923778
665,181479.12172923778
637,181479.12172923778
2883,181479.12172923778
440,181479.12172923778
1061,181479.12172923778
2896,181479.12172923778
329,181479.12172923778
502,181479.12172923778
2471,181479.12172923778
1741,181479.12172923778
2783,181479.12172923778
1080,181479.12172923778
2782,181479.12172923778
2007,181479.12172923778
1496,181479.12172923778
1016,181479.12172923778
1772,181479.12172923778
2115,181479.12172923778
887,181479.12172923778
533,181479.12172923778
1948,181479.12172923778
990,181479.12172923778
2163,181479.12172923778
1695,181479.12172923778
1385,181479.12172923778
1170,181479.12172923778
2232,181479.12172923778
403,181479.12172923778
568,181479.12172923778
1720,181479.12172923778
2168,181479.12172923778
252,181479.12172923778
1288,181479.12172923778
920,181479.12172923778
552,181479.12172923778
389,181479.12172923778
86,181479.12172923778
263,181479.12172923778
1236,181479.12172923778
209,181479.12172923778
1274,181479.12172923778
1173,181479.12172923778
1165,181479.12172923778
55,181479.12172923778
308,181479.12172923778
279,181479.12172923778
1191,181479.12172923778
977,181479.12172923778
2526,181479.12172923778
2020,181479.12172923778
1105,181479.12172923778
1625,181479.12172923778
873,181479.12172923778
1010,181479.12172923778
838,181479.12172923778
495,181479.12172923778
627,181479.12172923778
2839,181479.12172923778
2334,181479.12172923778
2675,181479.12172923778
933,181479.12172923778
360,181479.12172923778
2049,181479.12172923778
669,181479.12172923778
1543,181479.12172923778
2484,181479.12172923778
2238,181479.12172923778
1996,181479.12172923778
2423,181479.12172923778
328,181479.12172923778
2011,181479.12172923778
2473,181479.12172923778
2639,181479.12172923778
2003,181479.12172923778
141,181479.12172923778
2681,181479.12172923778
2726,181479.12172923778
1091,181479.12172923778
1834,181479.12172923778
1889,181479.12172923778
1466,181479.12172923778
1500,181479.12172923778
576,181479.12172923778
2446,181479.12172923778
2646,181479.12172923778
1011,181479.12172923778
364,181479.12172923778
1927,181479.12172923778
1215,181479.12172923778
2879,181479.12172923778
165,181479.12172923778
1814,181479.12172923778
622,181479.12172923778
375,181479.12172923778
630,181479.12172923778
1449,181479.12172923778
2697,181479.12172923778
382,181479.12172923778
101,181479.12172923778
359,181479.12172923778
1549,181479.12172923778
1379,181479.12172923778
2903,181479.12172923778
599,181479.12172923778
2897,181479.12172923778
958,181479.12172923778
967,181479.12172923778
2769,181479.12172923778
2741,181479.12172923778
409,181479.12172923778
2059,181479.12172923778
641,181479.12172923778
896,181479.12172923778
553,181479.12172923778
126,181479.12172923778
1245,181479.12172923778
2309,181479.12172923778
2189,181479.12172923778
2613,181479.12172923778
2805,181479.12172923778
678,181479.12172923778
283,181479.12172923778
2468,181479.12172923778
1795,181479.12172923778
2187,181479.12172923778
1579,181479.12172923778
1782,181479.12172923778
674,181479.12172923778
2700,181479.12172923778
320,181479.12172923778
2838,181479.12172923778
1202,181479.12172923778
1243,181479.12172923778
1862,181479.12172923778
1271,181479.12172923778
2662,181479.12172923778
2083,181479.12172923778
2331,181479.12172923778
1136,181479.12172923778
1464,181479.12172923778
2100,181479.12172923778
501,181479.12172923778
2365,181479.12172923778
2022,181479.12172923778
2300,181479.12172923778
1163,181479.12172923778
1870,181479.12172923778
123,181479.12172923778
2361,181479.12172923778
1760,181479.12172923778
216,181479.12172923778
623,181479.12172923778
2511,181479.12172923778
2612,181479.12172923778
1270,181479.12172923778
547,181479.12172923778
2622,181479.12172923778
1044,181479.12172923778
1412,181479.12172923778
2018,181479.12172923778
1766,181479.12172923778
2692,181479.12172923778
1715,181479.12172923778
2438,181479.12172923778
1160,181479.12172923778
1908,181479.12172923778
262,181479.12172923778
2287,181479.12172923778
1018,181479.12172923778
2132,181479.12172923778
1391,181479.12172923778
1837,181479.12172923778
1923,181479.12172923778
424,181479.12172923778
2198,181479.12172923778
2105,181479.12172923778
1907,181479.12172923778
2779,181479.12172923778
883,181479.12172923778
700,181479.12172923778
2175,181479.12172923778
2432,181479.12172923778
2731,181479.12172923778
2802,181479.12172923778
1606,181479.12172923778
1894,181479.12172923778
1522,181479.12172923778
1750,181479.12172923778
874,181479.12172923778
72,181479.12172923778
265,181479.12172923778
2828,181479.12172923778
2856,181479.12172923778
5,181479.12172923778
1367,181479.12172923778
586,181479.12172923778
1847,181479.12172923778
1620,181479.12172923778
429,181479.12172923778
63,181479.12172923778
1231,181479.12172923778
2030,181479.12172923778
2515,181479.12172923778
2478,181479.12172923778
2788,181479.12172923778
1636,181479.12172923778
1623,181479.12172923778
1287,181479.12172923778
2485,181479.12172923778
447,181479.12172923778
1102,181479.12172923778
1090,181479.12172923778
2643,181479.12172923778
814,181479.12172923778
1758,181479.12172923778
2403,181479.12172923778
361,181479.12172923778
2719,181479.12172923778
1777,181479.12172923778
1492,181479.12172923778
1428,181479.12172923778
300,181479.12172923778
1127,181479.12172923778
296,181479.12172923778
383,181479.12172923778
991,181479.12172923778
2806,181479.12172923778
2321,181479.12172923778
1440,181479.12172923778
2419,181479.12172923778
1835,181479.12172923778
1885,181479.12172923778
2227,181479.12172923778
1809,181479.12172923778
2412,181479.12172923778
1841,181479.12172923778
2178,181479.12172923778
2596,181479.12172923778
128,181479.12172923778
1035,181479.12172923778
1041,181479.12172923778
1137,181479.12172923778
1238,181479.12172923778
1950,181479.12172923778
171,181479.12172923778
737,181479.12172923778
995,181479.12172923778
1183,181479.12172923778
1207,181479.12172923778
2091,181479.12172923778
657,181479.12172923778
508,181479.12172923778
286,181479.12172923778
2323,181479.12172923778
1020,181479.12172923778
174,181479.12172923778
233,181479.12172923778
1334,181479.12172923778
484,181479.12172923778
1771,181479.12172923778
2457,181479.12172923778
70,181479.12172923778
1229,181479.12172923778
634,181479.12172923778
351,181479.12172923778
643,181479.12172923778
1793,181479.12172923778
231,181479.12172923778
2378,181479.12172923778
983,181479.12172923778
1441,181479.12172923778
2391,181479.12172923778
2827,181479.12172923778
2441,181479.12172923778
1845,181479.12172923778
1477,181479.12172923778
761,181479.12172923778
2076,181479.12172923778
2146,181479.12172923778
824,181479.12172923778
1503,181479.12172923778
485,181479.12172923778
618,181479.12172923778
1256,181479.12172923778
1120,181479.12172923778
1984,181479.12172923778
391,181479.12172923778
2578,181479.12172923778
693,181479.12172923778
2633,181479.12172923778
1773,181479.12172923778
1249,181479.12172923778
1031,181479.12172923778
1544,181479.12172923778
1806,181479.12172923778
1452,181479.12172923778
1868,181479.12172923778
2919,181479.12172923778
519,181479.12172923778
2095,181479.12172923778
2855,181479.12172923778
1435,181479.12172923778
744,181479.12172923778
2665,181479.12172923778
2922,181479.12172923778
1260,181479.12172923778
759,181479.12172923778
2141,181479.12172923778
427,181479.12172923778
2469,181479.12172923778
649,181479.12172923778
2137,181479.12172923778
1866,181479.12172923778
1484,181479.12172923778
1900,181479.12172923778
355,181479.12172923778
2174,181479.12172923778
1727,181479.12172923778
2873,181479.12172923778
813,181479.12172923778
2707,181479.12172923778
176,181479.12172923778
1095,181479.12172923778
658,181479.12172923778
1872,181479.12172923778
595,181479.12172923778
1920,181479.12172923778
907,181479.12172923778
1596,181479.12172923778
1839,181479.12172923778
39,181479.12172923778
1067,181479.12172923778
2918,181479.12172923778
2715,181479.12172923778
834,181479.12172923778
2542,181479.12172923778
150,181479.12172923778
153,181479.12172923778
2102,181479.12172923778
2352,181479.12172923778
2528,181479.12172923778
413,181479.12172923778
1158,181479.12172923778
1088,181479.12172923778
2335,181479.12172923778
1143,181479.12172923778
2555,181479.12172923778
381,181479.12172923778
1316,181479.12172923778
1514,181479.12172923778
218,181479.12172923778
1879,181479.12172923778
1784,181479.12172923778
45,181479.12172923778
2650,181479.12172923778
1891,181479.12172923778
1979,181479.12172923778
1166,181479.12172923778
2001,181479.12172923778
2037,181479.12172923778
260,181479.12172923778
2565,181479.12172923778
911,181479.12172923778
961,181479.12172923778
2332,181479.12172923778
65,181479.12172923778
2004,181479.12172923778
2718,181479.12172923778
2725,181479.12172923778
689,181479.12172923778
1859,181479.12172923778
2868,181479.12172923778
830,181479.12172923778
2543,181479.12172923778
2228,181479.12172923778
1524,181479.12172923778
2373,181479.12172923778
2153,181479.12172923778
679,181479.12172923778
2223,181479.12172923778
629,181479.12172923778
1988,181479.12172923778
2595,181479.12172923778
2262,181479.12172923778
64,181479.12172923778
291,181479.12172923778
2058,181479.12172923778
1940,181479.12172923778
2054,181479.12172923778
1876,181479.12172923778
1632,181479.12172923778
1587,181479.12172923778
1562,181479.12172923778
1977,181479.12172923778
2512,181479.12172923778
299,181479.12172923778
422,181479.12172923778
1083,181479.12172923778
2156,181479.12172923778
659,181479.12172923778
2479,181479.12172923778
1293,181479.12172923778
1008,181479.12172923778
2489,181479.12172923778
67,181479.12172923778
1122,181479.12172923778
861,181479.12172923778
2567,181479.12172923778
1360,181479.12172923778
1056,181479.12172923778
1305,181479.12172923778
62,181479.12172923778
3,181479.12172923778
640,181479.12172923778
826,181479.12172923778
1481,181479.12172923778
1554,181479.12172923778
754,181479.12172923778
35,181479.12172923778
97,181479.12172923778
54,181479.12172923778
2371,181479.12172923778
2904,181479.12172923778
1843,181479.12172923778
1946,181479.12172923778
2739,181479.12172923778
1171,181479.12172923778
2714,181479.12172923778
2592,181479.12172923778
520,181479.12172923778
1764,181479.12172923778
1264,181479.12172923778
21,181479.12172923778
1451,181479.12172923778
671,181479.12172923778
2379,181479.12172923778
241,181479.12172923778
2620,181479.12172923778
180,181479.12172923778
2237,181479.12172923778
2235,181479.12172923778
912,181479.12172923778
1797,181479.12172923778
1420,181479.12172923778
1661,181479.12172923778
2256,181479.12172923778
2042,181479.12172923778
2386,181479.12172923778
441,181479.12172923778
12,181479.12172923778
796,181479.12172923778
770,181479.12172923778
1807,181479.12172923778
1540,181479.12172923778
1491,181479.12172923778
1382,181479.12172923778
2641,181479.12172923778
2745,181479.12172923778
395,181479.12172923778
1846,181479.12172923778
1617,181479.12172923778
198,181479.12172923778
2445,181479.12172923778
369,181479.12172923778
2878,181479.12172923778
1002,181479.12172923778
1717,181479.12172923778
1956,181479.12172923778
2303,181479.12172923778
110,181479.12172923778
302,181479.12172923778
2392,181479.12172923778
374,181479.12172923778
1024,181479.12172923778
1985,181479.12172923778
2672,181479.12172923778
188,181479.12172923778
1935,181479.12172923778
2453,181479.12172923778
2702,181479.12172923778
398,181479.12172923778
307,181479.12172923778
681,181479.12172923778
1398,181479.12172923778
2034,181479.12172923778
2908,181479.12172923778
1578,181479.12172923778
1147,181479.12172923778
725,181479.12172923778
832,181479.12172923778
1672,181479.12172923778
1668,181479.12172923778
585,181479.12172923778
498,181479.12172923778
2375,181479.12172923778
2654,181479.12172923778
2737,181479.12172923778
1626,181479.12172923778
1618,181479.12172923778
2824,181479.12172923778
703,181479.12172923778
1063,181479.12172923778
2930,181479.12172923778
487,181479.12172923778
2630,181479.12172923778
1931,181479.12172923778
2635,181479.12172923778
2522,181479.12172923778
1133,181479.12172923778
273,181479.12172923778
1448,181479.12172923778
362,181479.12172923778
467,181479.12172923778
2333,181479.12172923778
1941,181479.12172923778
619,181479.12172923778
177,181479.12172923778
808,181479.12172923778
1752,181479.12172923778
758,181479.12172923778
1968,181479.12172923778
1185,181479.12172923778
2551,181479.12172923778
974,181479.12172923778
2276,181479.12172923778
574,181479.12172923778
2923,181479.12172923778
457,181479.12172923778
1808,181479.12172923778
714,181479.12172923778
2887,181479.12172923778
2673,181479.12172923778
1358,181479.12172923778
2516,181479.12172923778
462,181479.12172923778
1650,181479.12172923778
1159,181479.12172923778
2176,181479.12172923778
145,181479.12172923778
2281,181479.12172923778
2669,181479.12172923778
1276,181479.12172923778
1593,181479.12172923778
910,181479.12172923778
2205,181479.12172923778
819,181479.12172923778
2290,181479.12172923778
1865,181479.12172923778
709,181479.12172923778
1311,181479.12172923778
1376,181479.12172923778
1371,181479.12172923778
2410,181479.12172923778
2474,181479.12172923778
1601,181479.12172923778
762,181479.12172923778
1237,181479.12172923778
2254,181479.12172923778
2880,181479.12172923778
1803,181479.12172923778
1645,181479.12172923778
2717,181479.12172923778
892,181479.12172923778
327,181479.12172923778
1995,181479.12172923778
2751,181479.12172923778
1266,181479.12172923778
1114,181479.12172923778
1117,181479.12172923778
558,181479.12172923778
419,181479.12172923778
222,181479.12172923778
2825,181479.12172923778
2569,181479.12172923778
1456,181479.12172923778
889,181479.12172923778
119,181479.12172923778
1023,181479.12172923778
2314,181479.12172923778
445,181479.12172923778
2759,181479.12172923778
809,181479.12172923778
1383,181479.12172923778
2217,181479.12172923778
2671,181479.12172923778
2218,181479.12172923778
1273,181479.12172923778
562,181479.12172923778
303,181479.12172923778
2077,181479.12172923778
1981,181479.12172923778
2219,181479.12172923778
433,181479.12172923778
2179,181479.12172923778
790,181479.12172923778
2075,181479.12172923778
929,181479.12172923778
1616,181479.12172923778
2755,181479.12172923778
315,181479.12172923778
1094,181479.12172923778
1161,181479.12172923778
1756,181479.12172923778
2273,181479.12172923778
1197,181479.12172923778
2561,181479.12172923778
2600,181479.12172923778
1507,181479.12172923778
2814,181479.12172923778
460,181479.12172923778
470,181479.12172923778
2407,181479.12172923778
1214,181479.12172923778
1078,181479.12172923778
1694,181479.12172923778
913,181479.12172923778
2864,181479.12172923778
1465,181479.12172923778
1840,181479.12172923778
2546,181479.12172923778
2886,181479.12172923778
2581,181479.12172923778
2313,181479.12172923778
1914,181479.12172923778
2125,181479.12172923778
2539,181479.12172923778
2078,181479.12172923778
2553,181479.12172923778
51,181479.12172923778
876,181479.12172923778
1262,181479.12172923778
692,181479.12172923778
697,181479.12172923778
960,181479.12172923778
2234,181479.12172923778
2073,181479.12172923778
2116,181479.12172923778
133,181479.12172923778
2275,181479.12172923778
1611,181479.12172923778
1153,181479.12172923778
1565,181479.12172923778
656,181479.12172923778
1079,181479.12172923778
1349,181479.12172923778
269,181479.12172923778
41,181479.12172923778
2504,181479.12172923778
472,181479.12172923778
1972,181479.12172923778
1502,181479.12172923778
368,181479.12172923778
2124,181479.12172923778
1893,181479.12172923778
2051,181479.12172923778
1282,181479.12172923778
475,181479.12172923778
2170,181479.12172923778
226,181479.12172923778
713,181479.12172923778
2836,181479.12172923778
511,181479.12172923778
312,181479.12172923778
638,181479.12172923778
2579,181479.12172923778
1432,181479.12172923778
682,181479.12172923778
104,181479.12172923778
2009,181479.12172923778
2906,181479.12172923778
2047,181479.12172923778
2521,181479.12172923778
1054,181479.12172923778
29,181479.12172923778
1402,181479.12172923778
2328,181479.12172923778
2171,181479.12172923778
1322,181479.12172923778
1765,181479.12172923778
867,181479.12172923778
2113,181479.12172923778
2188,181479.12172923778
2889,181479.12172923778
2092,181479.12172923778
2200,181479.12172923778
2830,181479.12172923778
459,181479.12172923778
2388,181479.12172923778
1046,181479.12172923778
1706,181479.12172923778
1201,181479.12172923778
225,181479.12172923778
232,181479.12172923778
1906,181479.12172923778
1132,181479.12172923778
1928,181479.12172923778
1404,181479.12172923778
1290,181479.12172923778
2780,181479.12172923778
2364,181479.12172923778
1622,181479.12172923778
1792,181479.12172923778
505,181479.12172923778
1085,181479.12172923778
2404,181479.12172923778
2194,181479.12172923778
1518,181479.12172923778
2821,181479.12172923778
1883,181479.12172923778
1629,181479.12172923778
959,181479.12172923778
2461,181479.12172923778
2317,181479.12172923778
1994,181479.12172923778
1962,181479.12172923778
2740,181479.12172923778
2625,181479.12172923778
885,181479.12172923778
1,181479.12172923778
532,181479.12172923778
2288,181479.12172923778
2544,181479.12172923778
2210,181479.12172923778
507,181479.12172923778
2843,181479.12172923778
434,181479.12172923778
1108,181479.12172923778
330,181479.12172923778
858,181479.12172923778
1505,181479.12172923778
34,181479.12172923778
77,181479.12172923778
443,181479.12172923778
1386,181479.12172923778
2369,181479.12172923778
2269,181479.12172923778
1373,181479.12172923778
1263,181479.12172923778
444,181479.12172923778
2616,181479.12172923778
869,181479.12172923778
20,181479.12172923778
1709,181479.12172923778
87,181479.12172923778
749,181479.12172923778
2128,181479.12172923778
2907,181479.12172923778
2756,181479.12172923778
2138,181479.12172923778
1096,181479.12172923778
1184,181479.12172923778
1113,181479.12172923778
44,181479.12172923778
249,181479.12172923778
243,181479.12172923778
131,181479.12172923778
2266,181479.12172923778
2449,181479.12172923778
779,181479.12172923778
1438,181479.12172923778
1399,181479.12172923778
2767,181479.12172923778
2663,181479.12172923778
2283,181479.12172923778
2164,181479.12172923778
2160,181479.12172923778
326,181479.12172923778
1053,181479.12172923778
956,181479.12172923778
2656,181479.12172923778
1026,181479.12172923778
993,181479.12172923778
2182,181479.12172923778
2594,181479.12172923778
1100,181479.12172923778
1081,181479.12172923778
732,181479.12172923778
1943,181479.12172923778
2302,181479.12172923778
2259,181479.12172923778
2021,181479.12172923778
1459,181479.12172923778
565,181479.12172923778
2653,181479.12172923778
1877,181479.12172923778
1933,181479.12172923778
2677,181479.12172923778
